Dataset,BIOME,Species,GrowthForm,Decid_Evergreen,Needle_Broadleaf,C3C4,N2_fixer,logLL,logLMA,logNmass,logPmass,logAmass,logRdmass
Poorter_de_Jong_Chalk_grassland,GRASS/M,Leontodon hispidus,H,,B,C3,N,,1.57,,,,
Poorter_de_Jong_Chalk_grassland,GRASS/M,Ononis repens,H,,,,Y,,1.64,,,,
Poorter_de_Jong_Chalk_grassland,GRASS/M,Plantago lanceolata,H,D,B,C3,N,,1.67,,,,
Poorter_de_Jong_Dry_heath,WLAND,Calluna vulgaris,S,E,,,N,,2.1,,,,
Poorter_de_Jong_Dry_heath,WLAND,Carex pilulifera,G,,,,N,,1.68,,,,
Poorter_de_Jong_Dry_heath,WLAND,Deschampsia flexuosa,G,,B,,N,,1.76,,,,
Poorter_de_Jong_Dry_heath,WLAND,Genista anglica,S,,,,Y,,1.81,,,,
Poorter_de_Jong_Dry_heath,WLAND,Molinia caerulea,G,,B,,N,,1.64,,,,
Poorter_de_Jong_Dry_heath,WLAND,Rumex acetosella,H,,,,N,,1.61,,,,
Poorter_de_Jong_Dry_open_grassland,GRASS/M,Centaurea jacea,H,,,,N,,1.78,,,,
Poorter_de_Jong_Dry_open_grassland,GRASS/M,Festuca rubra,G,,B,,N,,1.89,,,,
Poorter_de_Jong_Dry_open_grassland,GRASS/M,Leucanthemum vulgare,H,,,,N,,1.84,,,,
Poorter_de_Jong_Dry_open_grassland,GRASS/M,Plantago lanceolata,H,D,B,C3,N,,1.71,,,,
Poorter_de_Jong_Dry_open_grassland,GRASS/M,Trifolium pratense,H,,B,C3,Y,,1.64,,,,
Poorter_de_Jong_Dry_open_grassland,GRASS/M,Unidentified composite,H,,,,N,,1.74,,,,
Poorter_de_Jong_Wet_heath,WLAND,Carex panicea,G,,,,N,,1.64,,,,
Poorter_de_Jong_Wet_heath,WLAND,Cirsium dissectum,H,,,,N,,1.79,,,,
Poorter_de_Jong_Wet_heath,WLAND,Erica tetralix,S,,,,N,,2.1,,,,
Poorter_de_Jong_Wet_heath,WLAND,Molinia caerulea,G,,B,,N,,1.67,,,,
Poorter_de_Jong_Wet_heath,WLAND,Salix repens,H,,,,N,,1.85,,,,
Poorter_de_Jong_Wet_heath,WLAND,Succisa pratensis,H,,,,N,,1.79,,,,
Poorter_de_Jong_Wet_heath,WLAND,Viola palustris,H,,,,N,,1.46,,,,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Aegiphila lhotzkiana,T,,B,C3,N,,2.08,0.427,,1.89,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Annona coriaceae,T,,B,C3,N,,2.17,0.32,,1.79,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Aspidosperma tomentosum,T,,B,C3,N,,2.15,0.013,,1.86,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Bauhinia holophylla,T,,B,C3,Y,,2.16,0.384,,1.86,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Bowdichia virgilioides,T,,B,C3,Y,,2.23,0.375,,1.74,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Campomanesia aromatica,T,,B,C3,N,,2.17,0.17,,1.85,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Caryocar brasiliense,T,,B,C3,N,,2.07,0.276,,1.9,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Connarus suberosus,T,,B,C3,N,,2.17,0.188,,1.91,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Davilla rugosa,T,,B,C3,N,,2.22,0.146,,1.79,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Didymopanax vinosum,T,,B,C3,N,,2.17,0.26,,2.08,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Duguetia furfuracea,T,,B,C3,N,,2.22,0.276,,1.76,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Gochnatia floribunda,T,,B,C3,N,,2.23,0.207,,1.98,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Kielmeyera coriacea,T,,B,C3,N,,2.31,0.037,,1.71,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Miconia albicans,T,,B,C3,N,,2.18,0.164,,1.92,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Miconia ligustroides,T,,B,C3,N,,2.12,0.188,,2.03,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Piptocarpha rotundifolia,T,,B,C3,N,,2.2,0.294,,1.89,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Qualea dichotoma,T,,B,C3,N,,2.16,0.179,,1.88,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Styrax camporum,T,,B,C3,N,,2.32,0.215,,1.59,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Tibouchina stenocarpa,T,,B,C3,N,,2.13,0.207,,2.16,
Prado&DeMoraes1997_SAO_CARLOS,TROP_FOR,Tocoyena formosa,T,,B,C3,N,,2.2,0.27,,1.61,
Prior_woodland,TROP_FOR,Callitris intratropica,T,E,N,C3,N,,2.35,0.045,-1.161,1.56,
Prior_woodland,TROP_FOR,Cochlospermum fraseri,T,D,B,C3,N,0.52,1.78,0.246,-1.097,2.2,
Prior_woodland,TROP_FOR,Corymbia foelscheana,T,E,B,C3,N,0.99,2.35,-0.108,-1.432,1.77,
Prior_woodland,TROP_FOR,Melaleuca viridiflora,T,E,B,C3,N,1.01,2.37,-0.114,-1.432,1.79,
Prior_woodland,TROP_FOR,Planchonia careya,T,D,B,C3,N,0.93,2,0.204,-1.071,2,
Prior_woodland,TROP_FOR,Syzygium eucalyptoides ssp bleeseri,T,E,B,C3,N,1.05,2.1,0.064,-1.194,1.82,
Prior_woodland,TROP_FOR,Terminalia ferdinandiana,T,D,B,C3,N,0.68,2.08,0.182,-1.092,2.03,
Prior_woodland,TROP_FOR,Xanthostemon paradoxus,T,E,B,C3,N,1.02,2.14,0.061,-1.31,1.93,
Prior_open forest,TROP_FOR,Brachychiton megaphyllus,T,D,B,C3,N,0.85,1.99,0.305,-0.896,2.03,
Prior_open forest,TROP_FOR,Buchanania obovata,T,E,B,C3,N,1.04,2.21,0.061,-1.143,1.81,
Prior_open forest,TROP_FOR,Erythrophleum chlorostachys,T,E,B,C3,Y,0.98,2,0.358,-1.092,2.04,
Prior_open forest,TROP_FOR,Eucalyptus tetrodonta,T,E,B,C3,N,0.91,2.26,-0.149,-1.481,1.79,
Prior_open forest,TROP_FOR,Planchonia careya,T,D,B,C3,N,0.85,1.92,0.26,-0.955,2.1,
Prior_open forest,TROP_FOR,Syzygium suborbiculare,T,E,B,C3,N,0.98,2.14,0.079,-1.201,1.91,
Prior_open forest,TROP_FOR,Terminalia ferdinandiana,T,D,B,C3,N,0.72,2,0.179,-1.046,1.97,
Prior_open forest,TROP_FOR,Eucalyptus clavigera,T,E,B,C3,N,,2.15,0.017,,1.93,
Prior_open forest,TROP_FOR,Eucalyptus miniata,T,E,B,C3,N,,2.09,0.23,,2.12,
Prior_swamp,TROP_FOR,Acacia auriculiformis,T,E,B,C3,Y,1,2.02,0.394,-0.921,2.13,
Prior_swamp,TROP_FOR,Lophostemon lactifluus,T,E,B,C3,N,0.94,2.08,-0.018,-1.31,1.83,
Prior_swamp,TROP_FOR,Melaleuca viridiflora,T,E,B,C3,N,0.99,2.36,-0.215,-1.553,1.81,
Prior_dry monsoon forest,TROP_FOR,Ficus racemosa,T,E,B,C3,N,0.78,1.82,0.382,-0.759,2.4,
Prior_dry monsoon forest,TROP_FOR,Ficus scobina,T,E,B,C3,N,0.68,1.92,0.479,-0.73,2.18,
Prior_dry monsoon forest,TROP_FOR,Mallotus nesophilus,T,E,B,C3,N,0.7,1.88,0.35,-0.833,2.24,
Prior_dry monsoon forest,TROP_FOR,Melaleuca leucadendra,T,E,B,C3,N,0.91,2.17,0.021,-1.086,2.11,
Prior_dry monsoon forest,TROP_FOR,Terminalia microcarpa,T,D,B,C3,N,0.85,1.92,0.358,-0.775,2.22,
Prior_dry monsoon forest,TROP_FOR,Wrightia pubescens,T,D,B,C3,N,0.83,1.72,0.511,-0.785,2.26,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Acantholimon diapensioides,H,,,,,,2.11,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Achnatherum splendens,G,,,,,,2.08,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Ajania tibetica,S,,,,,,2.04,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Allium platyspathum,H,,,,,,2.07,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Allium sp,H,,,,,,1.55,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Artemisia leucotricha,S,,,,,,2,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Artemisia pamirica,S,,,,,,1.85,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Artemisia rhodantha,S,,,,,,1.94,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Astragalus tibetanus,H,,,,,,1.62,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Carex dimorphotheca,G,,,,,,1.71,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Carex orbicularis,G,,,,,,1.91,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Carex pseudofoetida,G,,,,,,1.72,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Christolea crassifolia,H,,,,,,2.06,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Comarum salesovianum,S,,,,,,1.54,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Corydalis stricta,H,,,,,,1.96,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Dracocephalum heterophyllum,S,,,,,,1.84,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Elymus nutans,G,,B,,,,1.7,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Ephedra regeliana,S,,,,,,1.88,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Gentiana karelinii,H,,,,,,1.63,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Gentiana leucomelaena,H,,,,,,1.82,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Glaux maritima,H,,,,,,1.88,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Gypsophila capituliflora,H,,,,,,2.07,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Halerpestes sarmentosa,H,,,,,,1.77,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Hedysarum minjanense,H,,,,,,1.69,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Hordeum turkestanicum,G,,B,,,,1.66,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Knorringia pamiricum,H,,,,,,2.07,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Kobresia capilliformis,G,,,,,,1.61,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Krascheninnikovia ceratoides,S,,,,,,1.97,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Leymus pubescens,G,,B,,,,1.98,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Ligularia alpigena,H,,,,,,1.81,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Lindelofia pterocarpa,H,,,,,,1.79,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Lomatocarpa albomarginata,H,,,,,,1.74,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Macrotomia euchroma,H,,,,,,2.1,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Myricaria squamosa,S,,,,,,2.04,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Oxytropis chiliophylla,H,,,,,,1.56,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Oxytropis globiflora,H,,,,,,1.7,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Parnassia laxmannii,H,,,,,,1.72,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Pedicularis ludwigii,H,,,,,,1.85,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Pentaphylloides dryadanthoides,S,,,,,,1.94,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Plantago arachnoidea,H,,,,,,1.88,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Potentilla anserina,H,,B,C3,N,,1.89,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Potentilla malacotricha,H,,,,,,1.91,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Potentilla moorcroftii,H,,,,,,2.11,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Potentilla multifida,H,,,,,,2.01,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Primula algida,H,,,,,,2.05,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Primula pamirica,H,,,,,,1.6,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Pyrethrum djilgense,H,,,,,,2.02,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Ranunculus krasnovii,H,,,,,,1.66,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Ranunculus pseudohirculus,H,,,,,,1.79,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Saussurea salsa,H,,,,,,1.88,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Scrophularia pamirica,H,,,,,,1.87,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Senecio krascheninnikovii,H,,,,,,1.78,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Serratula procumbens,H,,,,,,1.91,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Silene graminifolia,H,,,,,,1.72,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Stellaria winkleri,H,,,,,,1.64,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Stipa orientalis,G,,,,,,1.55,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Suaeda olufsenii,H,,,,,,2.26,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Taraxacum dissectum,H,,,,,,1.78,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Taraxacum leucantum,H,,,,,,1.82,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Viola tianschanica,H,,,,,,1.8,,,,
Pyankov_Tadjikistan_Tadjikistan_high,DESERT,Zygophyllum rosowii,H,,,,,,2.21,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Androsace akbaitalensis,H,,,,,,1.59,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Bistorta viviparum,H,,,,,,1.91,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Clematis tangutica,S,,,,,,1.91,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Draba korshinskyi,H,,,,,,1.47,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Draba pamirica,H,,,,,,1.82,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Dracocephalum paulsenii,H,,,,,,1.81,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Erigeron heterochaeta,H,,,,,,1.77,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Erigeron poncinsii,H,,,,,,1.84,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Lloydia serotina,H,,,,,,2.22,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Oxygraphis glacialis,H,,,,,,1.84,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Oxyria digyna,H,D,B,C3,N,,1.65,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Oxytropis incanescens,H,,,,,,2.01,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Papaver involucratum,H,,,,,,1.86,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Primula macrophylla,H,,,,,,2.03,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Rheum spiciforme,H,,,,,,2.07,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Rhodiola gelida,H,,,,,,1.98,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Rhodiola pamiroalaica,H,,,,,,1.64,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Saxifraga hirculus,H,,,,,,1.94,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Sibbaldia tetrandra,H,,,,,,1.95,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Smelowskia pectinata,H,,,,,,1.61,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Swertia marginata,H,,,,,,1.74,,,,
Pyankov_Tadjikistan_Tadjikistan_higher,DESERT,Valeriana fedtschenkoi,H,,,,,,1.71,,,,
Pyankov_Tadjikistan_Tadjikistan_highest,DESERT,Calamagrostis anthoxanthoides,G,,B,,,,1.7,,,,
Pyankov_Tadjikistan_Tadjikistan_highest,DESERT,Carex melanantha,G,,,,,,1.78,,,,
Pyankov_Tadjikistan_Tadjikistan_highest,DESERT,Carex stenocarpa,G,,,,,,1.64,,,,
Pyankov_Tadjikistan_Tadjikistan_highest,DESERT,Chenopodium foliosum,H,,,,,,1.82,,,,
Pyankov_Tadjikistan_Tadjikistan_highest,DESERT,Geranium himalayense,H,,,,,,1.68,,,,
Pyankov_Tadjikistan_Tadjikistan_highest,DESERT,Leontopodium ochroleucum,H,,,,,,1.9,,,,
Pyankov_Tadjikistan_Tadjikistan_highest,DESERT,Lonicera semenovii,S,,,,,,1.89,,,,
Pyankov_Tadjikistan_Tadjikistan_highest,DESERT,Potentilla pamirica,H,,,,,,2.11,,,,
Pyankov_Tadjikistan_Tadjikistan_highest,DESERT,Ranunculus rufosepalus,H,,,,,,1.74,,,,
Pyankov_Tadjikistan_Tadjikistan_highest,DESERT,Rhodiola heterodonta,H,,,,,,2.01,,,,
Pyankov_Tadjikistan_Tadjikistan_highest,DESERT,Sophiopsis annua,H,,,,,,1.9,,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Impatiens noli-tangere,H,,,,N,,1.16,0.6,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Capsella bursa-pastoris,H,,,,N,,1.39,0.637,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Lepidium ruderale,H,,,,N,,1.7,0.604,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Thlaspi arvense,H,,,,N,,1.61,0.606,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Spergula arvensis,H,,,,N,,1.95,0.471,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Stellaria media,H,,,,N,,1.49,0.597,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Chenopodium album,H,,B,C3,N,,1.24,0.647,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Fumaria officinalis,H,,,,N,,1.36,0.693,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Erodium cicutarium,H,,,,N,,1.26,0.294,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Polygonum aviculare,H,,,,N,,1.47,0.691,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Melampyrum pratense,H,,,,N,,1.69,0.52,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Spergularia rubra,H,,,,N,,1.91,0.433,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Leucanthemum vulgare,H,,,,N,,1.48,0.34,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Campanula sibirica,H,,,,N,,1.93,0.233,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Hyoscyamus niger,H,,,,N,,1.25,0.732,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Aegopodium podagraria,H,,,,N,,1.52,0.611,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Vincetoxicum hirundinaria,H,,,,N,,1.51,0.648,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Antennaria dioica,H,,,,N,,1.6,0.164,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Anthemis tinctoria,H,,,,N,,1.88,0.279,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Arctium tomentosum,H,,,,N,,1.3,0.675,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Artemisia absinthium,H,,,,N,,1.38,0.344,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Artemisia vulgaris,H,,,,N,,1.53,0.367,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Aster amellus,H,,,,N,,1.99,0.324,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Cacalia hastata,H,,,,N,,1.27,0.613,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Cirsium arvense,H,,,,N,,1.58,0.288,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Echinops ritro,H,D,B,C3,N,,2.08,0.162,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Inula hirta,H,,,,N,,1.67,0.45,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Tanacetum vulgare,H,,B,C3,N,,1.63,0.381,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Myosotis palustris,H,,,,N,,1.4,0.338,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Onobrychis arenaria,H,,,,N,,2.05,0.449,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Bunias orientalis,H,,,,N,,1.62,0.713,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Dianthus acicularis,H,,,,N,,1.85,0.326,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Dianthus versicolor,H,,,,N,,1.75,0.313,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Sedum acre,H,,,,N,,2.3,0.181,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Sedum purpureum,H,,,,N,,1.81,0.396,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Knautia arvensis,H,,,,N,,1.59,0.332,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Lathyrus vernus,H,,,,Y,,1.3,0.653,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Lupinus polyphyllus,H,,,,Y,,1.5,0.474,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Origanum vulgare,H,,,,Y,,1.69,0.25,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Trifolium pratense,H,,B,C3,Y,,1.59,0.568,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Trifolium repens,H,,B,C3,Y,,1.55,0.559,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Herniaria glabra,H,,,,N,,2.04,0.316,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Betonica officinalis,H,,,,N,,1.51,0.408,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Glechoma hederaceae,H,,,,N,,1.34,0.719,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Chamaenerion angustifolium,H,,B,C3,N,,1.56,0.521,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Plantago media,H,,,,N,,1.58,0.262,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Polygala sibirica,H,,,,N,,1.84,0.267,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Polygala vulgaris,H,,,,N,,1.83,0.376,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Polygonum bistorta,H,,B,C3,N,,1.38,0.321,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Rumex acetosella,H,,,,N,,1.83,0.225,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Trientalis europaea,H,,,,N,,1.35,0.56,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Adonis vernalis,H,,,,N,,1.84,0.449,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Anemone sylvestris,H,,,,N,,1.71,0.373,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Aquilegia vulgaris,H,,,,N,,1.53,0.365,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Caltha palustris,H,,B,C3,N,,1.45,0.632,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Thalictrum simplex,H,,,,N,,1.64,0.4,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Trollius europaeus,H,,B,C3,N,,1.63,0.62,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Filipendula ulmaria,H,,B,C3,N,,1.73,0.272,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Filipendula vulgaris,H,,,,N,,1.67,0.279,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Fragaria vesca,H,,,,N,,1.41,0.302,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Fragaria viridis,H,,,,N,,1.71,0.262,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Potentilla erecta,H,,,,N,,1.51,0.348,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Sanguisorba officinalis,H,,,,N,,1.48,0.276,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Galium boreale,H,,,,N,,1.83,0.312,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Galium mollugo,H,,,,N,,1.41,0.469,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Galium verum,H,,,,N,,1.53,0.147,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Chrysosplenium alternifolium,H,,,,N,,1.26,0.376,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Digitalis grandiflora,H,,,,N,,1.52,0.334,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Verbascum thapsus,H,,,,N,,1.47,0.443,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Veronica chamaedrys,H,,B,C3,N,,1.51,0.248,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Veronica longifolia,H,,,,N,,1.8,0.242,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Veronica spicata,H,,,,N,,1.89,0.283,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Viola canina,H,,,,N,,1.52,0.615,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Viola mirabilis,H,,,,N,,1.23,0.272,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Allium rubens,H,,,,N,,2.05,0.235,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Allium strictum,H,,,,N,,1.92,0.238,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Calla palustre,H,,,,N,,1.52,0.615,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Convallaria majalis,H,,,,N,,1.37,0.582,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Maianthemum bifolium,H,,,,N,,1.41,0.396,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Polygonatum officinale,H,,,,N,,1.42,0.453,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Lilium martagon,H,,,,N,,1.59,0.575,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Neottianthe cucullata,H,,,,N,,1.34,0.581,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Platanthera bifolia,H,,,,N,,1.55,0.42,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Linnaea borealis,S,,,,N,,1.48,0.053,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Genista tinctoria,S,,,,Y,,1.78,0.494,,,
Pyankov_Urals_Yekaterinburg,BOREAL,Moneses uniflora,S,,,,N,,1.76,0.31,,,
